"少儿编程老师（Scratch、Python、C语言）","广州学码教育科技有限公司","广州","0.8-1万/月","8000.0","10000.0","01-10"
"Python/Odoo高级开发工程师","上海企通软件有限公司","上海","1.5-2万/月","15000.0","20000.0","01-10"
"Python开发工程师（金融交易系统开发）","上海同梁智能科技有限公司","上海","6-8千/月","6000.0","8000.0","01-10"
"Python讲师","北京华清远见科技发展有限公司深圳分公司","深圳","4-6千/月","4000.0","6000.0","01-10"
"Z Python开发程序员助理/双休","河南奥之元电子科技有限公司","郑州","4.9-7.3千/月","4900.0","7300.0","01-10"
"Python开发高级工程师","广东众图互联网工程设计有限公司","佛山","0.8-1.5万/月","8000.0","15000.0","01-10"
"-初级Python爬虫开发+五险一金","郑州航邦网络科技有限公司","郑州","3-6千/月","3000.0","6000.0","01-10"
"Python高级开发工程师","合肥市合趣网络科技有限公司","合肥","1.5-2万/月","15000.0","20000.0","01-10"
"Python开发工程师","深圳前海中移华捷投资管理有限公司","深圳","1-1.5万/月","10000.0","15000.0","01-10"
"Python语言技术助理（双休+餐补）","西安禾沐广告文化传播有限公司","佛山","4.5-6千/月","4500.0","6000.0","01-10"
"Python讲师","成都易腾创想智能科技有限公司","成都","0.8-2万/月","8000.0","20000.0","01-10"
"Python开发工程师","魔视智能科技（上海）有限公司","上海","1-2.5万/月","10000.0","25000.0","01-10"
"软件开发工程师助理（python方向）","东软软件（沈阳）","沈阳","4-6千/月","4000.0","6000.0","01-10"
"高级Python/C++研发工程师","青岛艾德软件有限公司","青岛","1-1.5万/月","10000.0","15000.0","01-10"
"Python后端开发工程师","北京多来点信息技术有限公司","北京","1.5-2.5万/月","15000.0","25000.0","01-10"
"Python开发工程师","上海宏路数据技术股份有限公司","上海","0.7-1.4万/月","7000.0","14000.0","01-10"
"Python讲师","北京书和翰林教育科技有限公司","北京","0.8-2万/月","8000.0","20000.0","01-10"
"后台开发工程师（python、Java）","上海清鹤科技股份有限公司","苏州","0.9-1.5万/月","9000.0","15000.0","01-10"
"Python开发工程师","浙江诺诺网络科技有限公司","杭州","1.4-2万/月","14000.0","20000.0","01-10"
"Python开发工程师","武汉市瑞思信息技术有限公司","武汉","4-8千/月","4000.0","8000.0","01-10"
"Python开发工程师","梓柏广告传媒（徐州）有限公司","徐州","3-6千/月","3000.0","6000.0","01-10"
"Python项目经理/教育集团","广州市达内软件职业培训学校","广州","0.8-1万/月","8000.0","10000.0","01-10"
"数据处理（懂python）","文思海辉技术有限公司Pactera Technology International Limited","北京","1-1.5万/月","10000.0","15000.0","01-10"
"Python开发工程师","文思海辉金融","上海","1-1.5万/月","10000.0","15000.0","01-10"
"系统运维工程师（python）11","上海复深蓝软件股份有限公司","上海","0.8-1万/月","8000.0","10000.0","01-10"
"Python Web开发工程师","嘉兴构美信息技术有限公司","杭州","1-1.8万/月","10000.0","18000.0","01-10"
"Python开发工程师","上海天地汇供应链管理有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"Python开发工程师","重庆绿创建筑技术咨询有限公司","重庆","6-8千/月","6000.0","8000.0","01-10"
"Python开发工程师","杭州阳晶电子商务有限公司","杭州","4.5-7.5千/月","4500.0","7500.0","01-10"
"高级Python工程师-B01","鹏城实验室","深圳","薪资面议","0","0","01-10"
"Python开发工程师","上海博鼠信息科技有限公司","上海","0.8-1.5万/月","8000.0","15000.0","01-10"
"开发工程师（python方向）","湖南高阳通联信息技术有限公司","长沙","6-8千/月","6000.0","8000.0","01-10"
"Python开发工程师","上海云逐信息技术有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"Python开发工程师","苏州研途教育科技有限公司","苏州","0.8-1.5万/月","8000.0","15000.0","01-10"
"网络爬虫工程师（python）","上海泛微网络科技股份有限公司","上海","1.5-2万/月","15000.0","20000.0","01-10"
"Python开发工程师","FX168财经集团","上海","1.5-2万/月","15000.0","20000.0","01-10"
"初级Python开发工程师（可实习）","大连东软睿创科技发展有限公司","大连","4.5-6千/月","4500.0","6000.0","01-10"
"Python软件工程师","青岛聚品电子商务有限公司","青岛","0.6-1.2万/月","6000.0","12000.0","01-10"
"Python开发工程师","深圳市德科信息技术有限公司","上海","1.5-2万/月","15000.0","20000.0","01-10"
"Python+Django开发工程师","四川博源科技有限责任公司","成都","6-8千/月","6000.0","8000.0","01-10"
"大数据/Python开发工程师+实习生","沈阳东软睿道教育服务有限公司","沈阳","0.8-1万/月","8000.0","10000.0","01-10"
"Python工程师","中包物联网科技（北京）有限公司","北京","7-12万/年","5833","10000.0","01-10"
"Python开发工程师","迪原创新（北京）科技有限公司","南京","0.8-1.2万/月","8000.0","12000.0","01-10"
"Python开发工程师","重庆熠巨数字传媒有限公司","重庆","1-1.5万/月","10000.0","15000.0","01-10"
"Python开发工程师","广州酷旅旅行社有限公司","广州","1-1.8万/月","10000.0","18000.0","01-10"
"Python开发工程师","中腾信金融信息服务（上海）有限公司","上海","1.5-2.5万/月","15000.0","25000.0","01-10"
"Python高级开发工程师","深圳市华馨智能科技有限公司","深圳","1.8-3万/月","18000.0","30000.0","01-10"
"Python开发工程师","深圳优依购互娱科技有限公司广州分公司","广州","0.6-1.2万/月","6000.0","12000.0","01-10"
"Python讲师","武汉弘博职业培训学校","武汉","6-8千/月","6000.0","8000.0","01-10"
"Python程序员/开发助理（双休五险一金）","安徽鹏玖科技有限公司","合肥","4.5-6千/月","4500.0","6000.0","01-10"
"Python后端开发工程师 （情报中心）","华南智能机器人创新研究院","佛山","0.5-1万/月","5000.0","10000.0","01-10"
"Python开发工程师","南京罗杰软件发展有限公司","南京","1-1.5万/月","10000.0","15000.0","01-10"
"Python开发工程师-19届应届生","科沃斯商用机器人有限公司","苏州","6-8千/月","6000.0","8000.0","01-10"
"软件开发工程师（python）","珠海市鸿瑞信息技术股份有限公司","珠海","4.5-6千/月","4500.0","6000.0","01-10"
"IT培训讲师（Python）","北京中公教育科技股份有限公司","武汉","0.8-1.5万/月","8000.0","15000.0","01-10"
"Python开发工程师","上海鼎驰信息技术有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"Python开发工程师","上海霖崞国际贸易有限公司","上海","1.5-2万/月","15000.0","20000.0","01-10"
"Python软件工程师","上海数腾软件科技股份有限公司","上海","1-2万/月","10000.0","20000.0","01-10"
"python工程师-智能云业务线03","微医集团","杭州","1-2.5万/月","10000.0","25000.0","01-10"
"Devops开发工程师（Linux/Python/Docker）","上海安畅网络科技股份有限公司","西安","1-2万/月","10000.0","20000.0","01-10"
"高级Python开发工程师","奇虎360科技有限公司","北京","薪资面议","0","0","01-10"
"Python工程师 （区块链方向）","深圳飞豹航天航空科技有限公司","深圳","1-1.5万/月","10000.0","15000.0","01-10"
"高级Python开发工程师","上海天旦网络科技发展有限公司","上海","1.2-2.6万/月","12000.0","26000.0","01-10"
"Python开发工程师","中国广视索福瑞媒介研究有限责任公司","北京","1.5-2万/月","15000.0","20000.0","01-10"
"云平台 python 开发工程师","广东紫晶信息存储技术股份有限公司","广州","1-2万/月","10000.0","20000.0","01-10"
"Python开发工程师","杭州图华科技有限公司","杭州","0.9-1.5万/月","9000.0","15000.0","01-10"
"Python/人工智能算法工程师","广州市西美信息科技有限公司","广州","1-2.5万/月","10000.0","25000.0","01-10"
"高级Python开发工程师","四川省酒业集团有限责任公司","成都","0.8-1.6万/月","8000.0","16000.0","01-10"
"Python讲师","北京千锋互联科技有限公司深圳分公司","深圳","1.5-3万/月","15000.0","30000.0","01-10"
"python讲师","北大青鸟武汉宏鹏（鲁广南校区）","武汉","8-25万/年","6666","20833.0","01-10"
"python讲师","湖南潭州教育网络科技有限公司广州分公司","广州","6-8千/月","6000.0","8000.0","01-10"
"东软-Python开发实习生（爬虫）","沈阳东软软件人才培训中心","沈阳","3.5-6千/月","3500.0","6000.0","01-10"
"Python开发助理/实习生   双休","西安卓睿信息技术有限公司","西安","4.5-6千/月","4500.0","6000.0","01-10"
"Python高级开发工程师","深圳市勾搭科技有限公司","深圳","4-5万/月","40000.0","50000.0","01-10"
"python研发工程师","绿盟科技","西安","0.8-1万/月","8000.0","10000.0","01-10"
"校招-Python 开发工程师","乐鑫信息科技（上海）有限公司","上海","1-2.5万/月","10000.0","25000.0","01-10"
"Python 数据分析/人工智能讲师","北京网络职业学院","北京","1.8-2.5万/月","18000.0","25000.0","01-10"
"Python开发工程师","杭州中焯信息技术股份有限公司","杭州","1-1.3万/月","10000.0","13000.0","01-10"
"高级Linux工程师（c/c++ 、php、python）","北京安德信业信息咨询有限责任公司","北京","30-55万/年","25000","45833.0","01-10"
"Python数据开发工程师","合肥中科类脑智能技术有限公司","合肥","1.2-2万/月","12000.0","20000.0","01-10"
"Python老师","郑州市华人职业培训学校","郑州","4-8千/月","4000.0","8000.0","01-10"
"Python研发工程师","上海衣脉信息科技有限公司","上海","2-4万/月","20000.0","40000.0","01-10"
"python工程师 python开发工程师","广州稻禾信息科技有限公司","广州","0.8-1.5万/月","8000.0","15000.0","01-10"
"Python高级开发工程师","杭州英尼网络技术有限公司","杭州","1.5-3万/月","15000.0","30000.0","01-10"
"Python工程师","厦门至恒融兴信息技术有限公司","石家庄","0.9-1.5万/月","9000.0","15000.0","01-10"
"***计算机二级Python录制讲师","北京金飞腾文化发展有限公司","合肥","3-4.5千/月","3000.0","4500.0","01-10"
"Python量化分析师（基金研究方向）","上海国时智能科技有限公司","上海","0.8-1.2万/月","8000.0","12000.0","01-10"
"Python开发工程师","上海润迅商凯电话商务有限公司","上海","1.9-2.4万/月","19000.0","24000.0","01-10"
"Python后端开发工程师","钛信（上海）信息科技有限公司","上海","1.2-1.5万/月","12000.0","15000.0","01-10"
"python高级工程师","深圳华智共创教育科技有限公司成都分公司","成都","1-1.5万/月","10000.0","15000.0","01-10"
"Python工程师（数据平台）","杭州鲁尔物联科技有限公司","杭州","0.6-1.2万/月","6000.0","12000.0","01-10"
"Python开发工程师","杭州小余科技有限公司","杭州","1.5-2.5万/月","15000.0","25000.0","01-10"
"Python/Golang高级开发工程师","长沙梯度信息科技有限公司","长沙","1-2万/月","10000.0","20000.0","01-10"
"Python开发工程师","上海网域网络科技有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"Python开发工程师","东软睿创科技发展有限公司","沈阳","3-4.5千/月","3000.0","4500.0","01-10"
"初级Python工程师助理(提供住宿)","大连东软睿创科技发展有限公司","大连","4.5-6千/月","4500.0","6000.0","01-10"
"Python开发工程师","江苏灵匠信息科技有限公司","徐州","0.6-1万/月","6000.0","10000.0","01-10"
"python开发工程师（人工智能）","中移互联网有限公司","广州","15-40万/年","12500","33333.0","01-10"
"Python开发工程师","湖北百旺金赋科技有限公司","武汉","6-8千/月","6000.0","8000.0","01-10"
"Python开发工程师","上海固买供应链管理有限公司","徐州","6-8千/月","6000.0","8000.0","01-10"
"Python开发工程师","四川万豪企业管理咨询有限公司","成都","0.5-1万/月","5000.0","10000.0","01-10"
"软件工程师 Python（AI）开发实习生","北京中软国际教育科技有限公司长春分公司","长春","4.5-6千/月","4500.0","6000.0","01-10"
"python数据分析师/讲师","上海万米网络科技有限公司广州分公司","广州","0.8-1万/月","8000.0","10000.0","01-10"
"Python开发工程师","上海铱芯信息科技有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"PYTHON / C++高级工程师","广州杏霖信息科技有限公司","广州","0.8-2万/月","8000.0","20000.0","01-10"
"Python开发工程师","西安比邻卓越人力资源服务有限公司","西安","0.8-1.5万/月","8000.0","15000.0","01-10"
"Python开发工程师(面向2018届毕业生)","江森自控（中国）投资有限公司","北京","0.8-1万/月","8000.0","10000.0","01-10"
"python测试开发高级工程师","联想集团","北京","薪资面议","0","0","01-10"
"数据开发工程师（python爬虫方向）","创业伞投资有限公司","上海","0.7-1.3万/月","7000.0","13000.0","01-10"
"生物信息工程师（python）","上海伯豪生物技术有限公司","上海","0.8-1.5万/月","8000.0","15000.0","01-10"
"资深软件开发工程师 - Python/Java","趋势科技（中国）有限公司","南京","1.5-2.5万/月","15000.0","25000.0","01-10"
"Python开发工程师","上海畅圣计算机科技有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"东软python开发助理","东软睿博","沈阳","4-6千/月","4000.0","6000.0","01-10"
"Python高级开发工程师","深圳市泛客思科技有限公司","深圳","0.7-1.2万/月","7000.0","12000.0","01-10"
"Python高级开发工程师","上海奕见企业管理咨询有限公司","上海","1.5-2万/月","15000.0","20000.0","01-10"
"Python开发工程师","北京万维盈创科技发展有限公司","北京","0.8-1.5万/月","8000.0","15000.0","01-10"
"Python高级开发工程师","上海行动教育科技股份有限公司","上海","1.5-2.8万/月","15000.0","28000.0","01-10"
"高级软件工程师(Python)","傲讯全通科技（深圳）有限公司","深圳","0.8-1.2万/月","8000.0","12000.0","01-10"
"Perl/Python开发工程师","天津恩梯梯数据有限公司","天津","6-8千/月","6000.0","8000.0","01-10"
"web前端开发实习生（Python方向）+包吃住","长沙市岳麓区黎美君小吃店","长沙","4.5-6千/月","4500.0","6000.0","01-10"
"Python 高级后台工程师","爱客科技（深圳）有限公司","深圳","1.5-3万/月","15000.0","30000.0","01-10"
"Python开发工程师","上海优梦信息科技有限公司","上海","1-2万/月","10000.0","20000.0","01-10"
"Python开发（爬虫）实习助理","河南汇之诚电子科技有限公司","郑州","4-7.5千/月","4000.0","7500.0","01-10"
"Python高级开发工程师","上海晶确科技有限公司","上海","0.8-1.6万/月","8000.0","16000.0","01-10"
"Python开发工程师","久游网","上海","薪资面议","0","0","01-10"
"Python人工智能助理","北京华信智原教育技术有限公司福州分公司","福州","0.8-1万/月","8000.0","10000.0","01-10"
"Python高级开发工程师","深圳安美医疗健康产业有限公司","深圳","1.5-2万/月","15000.0","20000.0","01-10"
"python开发工程师","杭州匡信科技有限公司","杭州","1.5-2万/月","15000.0","20000.0","01-10"
"python工程师","国和瑞斯（北京）科技有限公司","北京","1-1.5万/月","10000.0","15000.0","01-10"
"Python后端高级开发工程师","武汉皮皮外语网络科技有限公司","北京","1.5-2.5万/月","15000.0","25000.0","01-10"
"Python软件开发（年底双薪）","南京市玄武区粹之勤电子科技中心","南京","4-6千/月","4000.0","6000.0","01-10"
"python工程师助理","合肥景路数据科技有限公司","合肥","4.5-6千/月","4500.0","6000.0","01-10"
"Python开发工程师","拓攻（南京）机器人有限公司","南京","0.8-1.5万/月","8000.0","15000.0","01-10"
"Python助理（爬虫）+3800起薪","河南脉友会创业孵化器有限公司","郑州","4.5-6千/月","4500.0","6000.0","01-10"
"Python开发工程师","广东全彩科技有限公司","广州","0.8-1.3万/月","8000.0","13000.0","01-10"
"Python开发工程师","深圳市易贝通科技有限公司","深圳","0.8-1.5万/月","8000.0","15000.0","01-10"
"Python开发工程师","广东新源信息技术有限公司","长沙","0.5-1万/月","5000.0","10000.0","01-10"
"Python开发工程师","徐州智编信息科技有限公司","徐州","6-8千/月","6000.0","8000.0","01-10"
"python后端工程师","台州汇聚信息科技有限公司","台州","1-2.5万/月","10000.0","25000.0","01-10"
"Python开发工程师","上海易路软件有限公司","上海","1.5-2万/月","15000.0","20000.0","01-10"
"Python高级开发工程师","颉一软件科技有限公司","广州","2.5-3万/月","25000.0","30000.0","01-10"
"Python Web全栈开发工程师","广东杉木药业有限公司","广州","0.8-1.5万/月","8000.0","15000.0","01-10"
"Python 开发工程师","珠海轼域网络科技有限公司","珠海","0.8-2万/月","8000.0","20000.0","01-10"
"Python后端应用开发工程师/助理(Linux环境)","皕得智能科技（武汉）有限公司","武汉","0.4-1万/月","4000.0","10000.0","01-10"
"Software Engineer  Python, Java, Cloud","贵州华芯通半导体技术有限公司","异地招聘","1.5-2万/月","15000.0","20000.0","01-10"
"python量化工程师","上海骐骏投资发展有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"Python高级开发工程师（数据处理）","上海犀语科技有限公司","上海","1.5-2.5万/月","15000.0","25000.0","01-10"
"Python高级开发工程师","广州回头车信息科技有限公司","广州","1.5-2.2万/月","15000.0","22000.0","01-10"
"Python软件工程师","上海华屹数码科技有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"java人工智能（python)开发签约实习生","青岛迈科思软件有限责任公司","青岛","4.5-6千/月","4500.0","6000.0","01-10"
"java人工智能（python)签约实习生","青岛青软科技有限公司","青岛","4.5-6千/月","4500.0","6000.0","01-10"
"python讲师或者Go讲师","北京一天天教育科技有限公司","深圳","2-4万/月","20000.0","40000.0","01-10"
"c++/python 主程","广州艾克斯曼网络科技有限公司","广州","1.5-2万/月","15000.0","20000.0","01-10"
"数据开发分析-nodejs, Python","I.T（香港高级品牌服饰连销集团）","上海","0.8-1.2万/月","8000.0","12000.0","01-10"
"（python）游戏服务器开发工程师","上海扬讯计算机科技有限责任公司","武汉","0.5-1万/月","5000.0","10000.0","01-10"
"Python开发工程师","武汉福禄网络科技有限公司","武汉","1-1.2万/月","10000.0","12000.0","01-10"
"Python开发工程师","广东赛百威信息科技有限公司","广州","0.8-1.2万/月","8000.0","12000.0","01-10"
"python工程师","湖南必然网络科技有限公司","长沙","0.5-1.1万/月","5000.0","11000.0","01-10"
"python开发工程师","广州君和信息技术有限公司","广州","0.5-1万/月","5000.0","10000.0","01-10"
"python软件开发工程师","和同软件科技（上海）有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"Python高级开发工程师","上海百胜软件股份有限公司","上海","0.9-1.5万/月","9000.0","15000.0","01-10"
"Python开发工程师","深圳趣凡网络科技有限公司","深圳","1-2万/月","10000.0","20000.0","01-10"
"Go/shell/python运维开发工程师","南京披云信息科技有限公司","南京","0.5-1万/月","5000.0","10000.0","01-10"
"Python开发工程师","竹间智能科技（上海）有限公司","上海","1.8-4万/月","18000.0","40000.0","01-10"
"Python爬虫工程师","上海讯实网络科技有限公司","上海","1-1.5万/月","10000.0","15000.0","01-10"
"Python算法工程师","南京烽火星空通信发展有限公司","南京","1.2-2万/月","12000.0","20000.0","01-10"
"Python高级工程师/工程师","海南君莱药业有限公司","广州","1.2-1.8万/月","12000.0","18000.0","01-10"
"Python数据工程师","四川智信九鼎科学技术评估有限公司","成都","5-8千/月","5000.0","8000.0","01-10"
"Python开发工程师","昆明花易宝科技有限公司","昆明","0.5-1万/月","5000.0","10000.0","01-10"
"Python爬虫工程师","Fordeal","广州","1.5-3万/月","15000.0","30000.0","01-10"
"爬虫工程师（python/Java）","武汉莱博信息技术有限公司","武汉","0.6-1.2万/月","6000.0","12000.0","01-10"
"Python开发工程师","常州美拓信息技术有限公司","常州","0.7-1.5万/月","7000.0","15000.0","01-10"
"python 开发工程师","浙江至讯科技有限公司","杭州","1-2万/月","10000.0","20000.0","01-10"
"Python开发工程师（运维开发）","二六三网络通信股份有限公司","杭州","1-1.5万/月","10000.0","15000.0","01-10"
"[美国上市]Python技术支持老师","达内时代科技集团有限公司","深圳","0.8-1万/月","8000.0","10000.0","01-10"
"Python高级工程师","广州德利信息科技有限公司","广州","1.5-2.4万/月","15000.0","24000.0","01-10"
"Python开发工程师","青岛安铭信息科技有限公司","青岛","0.6-1万/月","6000.0","10000.0","01-10"
"少儿编程老师-Python，Java，web","深圳市达内软件有限公司","深圳","1-1.5万/月","10000.0","15000.0","01-10"
"Python工程师","新华书店总店","北京","0.7-1.4万/月","7000.0","14000.0","01-10"
"Python开发工程师","深圳丝路天地电子商务有限公司","深圳","1.5-3万/月","15000.0","30000.0","01-10"
"后端研发工程师 - Python/大数据","悦视光合科技（大连）有限公司","大连","1-1.6万/月","10000.0","16000.0","01-10"
